,Unnamed: 0,Gender,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
1140,1140,Male,86.6,86.41,99.26,77.74,92.8,81.99,16.4,Yes,9,7,C
1141,1141,Male,52.14,83.59,91.77,54.78,15,98.88,26.3,Yes,9,7.9,C
1142,1142,Female,83.79,61.67,50.76,65.15,80.5,65.19,9.8,No,2,8.6,D
1143,1143,Female,70.73,72.75,80.84,61.54,42.4,69.84,17.5,Yes,1,7.8,C
1144,1144,Female,56.2,79.24,62.8,61.17,18.6,73.09,15.4,No,7,6.1,D
1145,1145,Female,71,77.22,55.22,81.93,40.2,62.64,21.8,No,7,4.9,C
1146,1146,Male,59.71,82.3,85.28,69.22,22.2,90.87,6.3,No,3,7.6,B
1147,1147,Male,70.78,44.94,56.58,58.56,13.6,54.6,18.2,Yes,2,5.2,D
1148,1148,Female,69.22,61.34,72.19,94.38,23.9,85.24,17,No,9,7.9,D
1149,1149,Male,86.92,66.04,81.61,93.71,86.7,76.7,29.3,No,9,5.7,C
1150,1150,Female,88.71,55.64,77.72,93.12,10.6,62.1,23.9,No,6,4.8,F
1151,1151,Female,80.35,50.36,98.88,69.54,97.3,74.64,8.9,No,7,5.3,C
1152,1152,Female,51.13,48.34,89.29,52.85,0.5,91.5,17.7,No,2,5.3,C
1153,1153,Female,96.55,61.98,88.71,55.34,65.8,72.27,24.6,No,6,5.9,D
1154,1154,Male,84.31,69.61,67.78,63.8,85.7,56.09,18.1,Yes,6,5.3,D
1155,1155,Female,51.71,43.78,50.42,61,93.4,52.04,13.9,Yes,8,5.1,F
1156,1156,Male,90.94,96.79,86.72,93.7,14.4,88.89,14.4,Yes,9,6,B
1157,1157,Female,60.01,85.91,99.99,99.32,69.8,66.52,14.2,No,2,8.3,C
1158,1158,Female,78.96,83.85,70.29,90.83,10.7,96.56,5.5,Yes,7,4.4,C
1159,1159,Female,73.33,50.37,99.28,86.49,35.3,80.86,23.3,No,9,5.5,C
1160,1160,Female,70.99,76.23,57.09,79.43,73.2,71.81,20.3,Yes,6,6.8,C
1161,1161,Male,94.49,71.78,64.83,88.5,34.6,78.22,11.7,Yes,7,8.4,D
1162,1162,Female,71.87,98.95,58.54,97.35,31.3,72.86,20.8,Yes,9,5.4,C
1163,1163,Male,53.77,84.86,73.76,80.07,11.6,95.29,12.7,No,10,5.7,C
1164,1164,Female,97.33,74.55,89.85,57.73,6.6,72.9,11.1,Yes,4,8,C
1165,1165,Female,96.03,91.05,67.03,58.19,11.5,55.2,23.5,Yes,2,5.9,D
1166,1166,Female,84.22,49.31,95.31,79.19,87.5,79.85,25.2,No,2,8.3,C
1167,1167,Male,73.39,40.91,77.24,66.67,1.1,81.15,20.6,No,1,6.3,D
1168,1168,Female,54.64,81.41,73.27,95.51,69.3,88.27,24.6,Yes,9,6.8,C
1169,1169,Female,89.54,45.9,89.35,80.58,76.9,96.66,14.1,No,10,6.8,B
1170,1170,Female,53.77,46.93,55.07,83.82,56.8,72.15,6.8,Yes,4,4.6,D
1171,1171,Female,53.43,84.68,88.69,50.29,73.1,67.6,20.1,Yes,5,5.8,C
1172,1172,Female,76.87,56.23,62.15,74.94,65.2,74.54,11.4,No,4,5.2,D
1173,1173,Male,58.01,77.72,64.04,71.56,45.6,95.01,24.4,Yes,4,7.4,C
1174,1174,Male,50.39,95.04,79.97,85.29,38.3,99,14,No,6,8.7,C
1175,1175,Female,71.16,58.99,95.1,69.13,94.1,98.56,21.8,Yes,6,5.1,C
1176,1176,Female,56.86,53.03,78.92,98.83,97.2,61.48,18.8,Yes,1,4.5,C
1177,1177,Male,58.03,46.39,82.45,83.51,65.1,74.84,25.4,No,1,6.5,C
1178,1178,Female,53.85,47.83,88.83,83,19.7,62.97,25.8,Yes,7,6,F
1179,1179,Male,60.25,43.73,62.97,95.97,44.8,68.4,6.7,Yes,1,4.2,D
1180,1180,Female,85.77,45.26,91.36,99.76,49.7,51.58,12.4,No,1,8.6,C
1181,1181,Female,90.45,65.92,70.9,59.89,75.8,58.03,26.8,No,6,8.7,D
1182,1182,Male,72.63,59.25,58.78,90.53,66.8,69.85,15.1,No,8,8.3,C
1183,1183,Female,75.33,82.39,67.51,58.12,51.5,68.24,17.9,Yes,7,5.4,D
1184,1184,Male,51.63,92.21,62.31,72.85,68,63.94,9.6,No,6,4.6,C
1185,1185,Male,53.47,87.09,61.44,55.01,2.4,61.52,18.8,No,7,7,F
1186,1186,Male,62.88,71.84,64.13,81.17,77.7,87.45,11.6,No,2,5.4,C
1187,1187,Female,77.19,46.15,59.05,73.43,21.2,64.73,25.7,No,6,5,F
1188,1188,Male,86.98,82.59,83.39,81.43,65.6,85.33,10,No,9,7.2,C
1189,1189,Male,80.25,61.77,79,83.9,11.4,68.43,14,Yes,4,7.8,D
1190,1190,Female,69.61,45.14,82.42,80.97,11.4,90.1,7.4,Yes,2,6.6,C
1191,1191,Female,55.92,90.55,67.19,64.7,3.6,58.36,19.7,Yes,9,5.6,D
1192,1192,Female,89.04,60.29,88.49,91.85,91,57.88,28.5,Yes,8,6.6,C
1193,1193,Female,68.19,53.09,56.48,77.58,60.5,83.98,9.3,Yes,8,7,C
1194,1194,Female,86.8,92.29,78.56,74.49,36.2,95.75,5.5,Yes,7,4.3,B
1195,1195,Female,75.65,94.13,63.77,99.35,78.8,57.15,15.6,No,8,6.2,C
1196,1196,Male,86.93,60.34,76.38,64.18,62.6,53.69,23.7,Yes,3,7,C
1197,1197,Female,95.36,61.29,66.18,76.4,62,96.73,29.4,No,6,4.6,C
1198,1198,Male,96.05,74.78,89.53,84.12,48.7,55.87,6.3,No,7,6.2,D
1199,1199,Female,76.76,84.01,94.56,56.26,0.8,62.52,24.6,No,5,5.7,C
1200,1200,Male,75.58,43.79,87.13,67.71,25.8,96.47,14.2,No,2,8.3,D
1201,1201,Male,63.28,75.6,58.78,90.08,10.9,90.15,8.8,Yes,10,6.4,C
1202,1202,Female,96.79,97.17,63.74,61.84,66.2,67.14,9.8,Yes,7,6.1,D
1203,1203,Female,72.9,55.73,95.97,74.66,24.9,97.73,28.1,Yes,2,5.2,C
1204,1204,Male,56.38,94.53,71.86,81.53,45,78.4,25.2,Yes,9,8.8,C
1205,1205,Female,71.64,97.01,97.06,83.56,35.3,53.61,12.8,No,9,8.8,D
1206,1206,Female,56.35,56.15,69.62,86.42,14.3,85.15,28.5,Yes,10,5.8,C
1207,1207,Male,75.13,85.25,97.59,93.3,95.8,76.86,7.6,No,6,8.6,B
1208,1208,Male,78.06,54.33,96.29,69.64,93.3,78.63,13.1,Yes,4,7.1,C
1209,1209,Male,66.89,84.26,83.03,85.33,8.5,99.71,21.3,No,10,7.9,C
1210,1210,Female,53.58,87.85,50.44,86.61,82.7,57.63,30,Yes,4,4.4,D
1211,1211,Female,97.18,54.83,70.02,65.01,48.8,82.84,16.6,Yes,5,4.1,C
1212,1212,Female,88.67,82.95,95.56,98.41,77.4,72.94,25.3,No,7,6.6,B
1213,1213,Female,91.94,88.73,94.26,93.26,15.1,63.59,27.9,Yes,8,4.4,C
1214,1214,Male,68.34,61.51,59.37,64.49,13.2,84.68,5.2,Yes,10,8.5,D
1215,1215,Female,88.04,50.06,69.96,83.75,89.1,83.41,12.2,Yes,8,8.1,D
1216,1216,Male,74.27,45.52,91.78,85.89,89.8,92.82,7.5,No,7,7.6,C
1217,1217,Female,60.05,74.52,78.89,71.57,46.6,93.94,24.4,Yes,6,4.2,C
1218,1218,Female,56.22,98.69,92.36,93.19,87,78.09,19.2,No,2,6.3,B
1219,1219,Male,67.25,89.38,91.33,84.51,66.7,66.28,7.4,No,8,4.4,B
1220,1220,Female,56.88,66.15,95.37,82.91,18.5,76.48,15.5,Yes,4,8.6,C
1221,1221,Female,99.91,72.2,55.86,61.04,32.9,67.96,17.8,Yes,8,7.1,C
1222,1222,Male,52.46,56.77,57.26,70.39,13.6,63.87,22.4,No,5,4.8,F
1223,1223,Female,72.06,49.78,54.14,71.7,77.4,77.58,24.5,Yes,3,6.8,C
1224,1224,Male,72.6,68.92,96.76,86.68,98.5,82.9,7.2,No,6,4.6,C
1225,1225,Male,65.03,67.81,73.76,80.92,54.6,79.53,17.2,No,2,4.7,C
1226,1226,Male,78.57,71.32,53.22,54.29,65.6,97.72,9,No,6,4.4,D
1227,1227,Male,57.5,97.17,66.08,65.38,74.6,64.93,23.8,No,6,8.4,C
1228,1228,Female,89.2,76.23,67.57,73.65,22.4,68.62,21.4,Yes,1,6.7,D
1229,1229,Female,66.62,76.35,90.48,86.84,33.6,83.38,23.1,Yes,10,5.6,C
1230,1230,Female,79.57,47.68,86.77,87.18,41.2,80.02,6.9,Yes,5,4,C
1231,1231,Male,85.78,99.79,84.47,74.53,59.5,50.09,17.8,Yes,5,6.4,D
1232,1232,Female,94.45,86.37,51.09,55.85,85,65.61,26,No,8,6.6,C
1233,1233,Female,91.79,92.63,95.53,64.65,25.4,62.69,22.8,Yes,7,5.7,C
1234,1234,Female,80.42,64.86,60.78,62.73,47.1,92,26.5,No,9,6.4,C
1235,1235,Female,69.42,70.13,81.45,89.05,75.2,93.31,10.2,Yes,10,4.5,B
1236,1236,Male,75.16,71.33,53.09,59,8.7,64.19,12.2,Yes,3,8.6,F
1237,1237,Male,88.44,51.65,54.08,73.25,51.3,55.1,16,No,1,5.3,D
1238,1238,Female,93.88,81.37,50.48,83.54,14.4,60.26,18.1,Yes,7,8.7,D
1239,1239,Male,55.19,94.18,78.3,98.24,53.9,58.83,11.3,Yes,9,6.5,C
1240,1240,Female,69.24,49.82,81.47,99.96,76.8,61.87,14.5,No,10,8.3,D
1241,1241,Female,88.81,45.18,52.52,97.65,23.7,61.73,22.2,No,10,6.9,D
1242,1242,Female,71.58,84.29,64.52,85.91,84.9,73.99,21.1,No,7,8.2,C
1243,1243,Male,66.61,56.39,92.57,87.32,33.5,65.98,7.8,No,10,4.1,D
1244,1244,Female,70.57,77.43,55.07,87.96,19.1,77.99,29.6,No,7,4.9,D
1245,1245,Male,80.14,81.75,60.83,93.13,46.5,67.21,19.1,No,10,5.8,D
1246,1246,Male,99.99,59.31,71.22,97.59,87.6,90.73,17.1,No,6,5.5,C
1247,1247,Female,74.65,88.91,92.11,72.29,6.9,97.54,29.2,No,5,8.7,C
1248,1248,Male,60.42,73,62.74,70.83,32.8,70.2,8.5,No,5,6,C
1249,1249,Male,58.14,92.14,99.86,73.02,65.3,52.47,18.6,No,8,8.9,D
1250,1250,Female,52.12,85.8,67.76,82.99,35.8,61.98,25.1,No,9,7.3,C
1251,1251,Male,77.94,92.11,69.32,88.77,7.1,55.09,15,Yes,4,8.2,D
1252,1252,Male,77.23,41.21,56.11,93.53,33.2,67.24,23.4,Yes,10,6,F
1253,1253,Female,60.26,54.61,84.01,72.81,82.1,82.26,27.5,No,1,5,C
1254,1254,Female,84.77,45.4,62.17,68.17,96.8,75.95,11.5,Yes,5,4.3,D
1255,1255,Male,87.06,66.52,81.44,99.17,4,62.14,11,No,4,7.3,D
1256,1256,Female,62.95,93.4,61.16,61.59,56.9,88.36,14,No,4,8.9,C
1257,1257,Female,67.2,68.05,69.39,61.1,10.5,56.57,15.5,No,1,4.6,F
1258,1258,Male,99.52,90.98,92.83,85.77,68,61.41,7.8,Yes,3,7.9,C
1259,1259,Male,68.71,59.63,86.95,58.98,0.8,83.8,10.8,No,3,5.8,C
1260,1260,Female,88.04,60.37,57.73,69.97,1.5,59.86,26.8,Yes,8,9,F
1261,1261,Male,72.64,93.73,80.39,64.62,77.7,83.94,19.2,No,6,8.4,B
1262,1262,Female,89.67,65.55,81.43,58.44,7.4,98.85,11.7,Yes,6,5.2,C
1263,1263,Female,88.45,87.39,54.53,78.99,30.5,91.57,28.6,Yes,6,7.8,C
1264,1264,Male,83.39,54.2,73.29,68.68,95.8,58,24.4,No,8,7.7,C
1265,1265,Male,92.74,96.93,63.03,73.11,98.5,76.02,14.1,Yes,5,7.8,B
1266,1266,Female,96.96,74.47,73.36,59.79,16.1,71.12,24.1,Yes,3,4.4,D
1267,1267,Female,79,85.56,88.85,88.39,56.1,99.58,19.9,No,1,8,B
1268,1268,Female,61.87,45.37,57.91,65.74,55.9,98.22,22.1,Yes,8,5.3,C
1269,1269,Female,69.93,69.56,56.17,67.14,45.2,56.36,13,Yes,10,7,F
1270,1270,Male,87.92,94.06,63.47,62.61,92.5,95.44,10.2,Yes,4,4.6,C
1271,1271,Female,82.54,92.62,97.61,71.72,75.4,59.67,11.3,Yes,3,6.8,C
1272,1272,Male,58.89,42.81,87.39,73.18,76.5,65.97,7.1,No,8,8.5,C
1273,1273,Male,52.56,58.22,50.97,76.48,27,67.67,16.8,Yes,10,4.9,D
1274,1274,Female,84.15,66.6,70.05,98.38,43.4,64.34,15.2,Yes,7,8.3,C
1275,1275,Male,62.55,50.34,62.87,95.23,48.7,92.66,5.1,No,8,6.2,B
1276,1276,Male,74.98,83.8,81.91,80.47,29.9,66.5,26.4,Yes,2,5.6,D
1277,1277,Female,87.34,51.07,72.96,51.95,9.5,90.84,22,Yes,8,4.3,D
1278,1278,Male,78.13,60.8,98.22,80.61,12.6,99.72,16.2,Yes,4,6.6,B
1279,1279,Male,54.17,79.8,60.95,54.48,18.1,92.04,29.2,No,2,5,C
1280,1280,Female,59.28,68.93,79.39,85.52,20.4,67.31,28.5,No,4,8.7,D
1281,1281,Female,60.97,84.31,85.01,69.5,24.2,85.56,7.4,Yes,8,5.2,D
1282,1282,Female,62.89,97.67,91.28,91.88,25.5,76.7,20.4,No,6,6.9,C
1283,1283,Female,78.27,46.99,70.35,97.13,45.6,89.33,25.4,No,3,6.8,C
1284,1284,Female,75.2,82.57,84.35,70.86,51,57.65,9.3,Yes,7,5.7,D
1285,1285,Female,60.16,53.82,65.16,73.03,30.9,81.91,8.2,Yes,6,8.3,D
1286,1286,Female,53.38,64.87,71.77,79.51,90.7,88.68,11.5,No,5,4.9,B
1287,1287,Male,58.57,41.97,94.78,59.86,55.3,88.06,12,Yes,6,8.1,C
1288,1288,Male,99.22,48.15,97.5,96.37,78.7,98.18,29.1,No,3,5,B
1289,1289,Female,73.43,59.19,85.94,71.65,92.4,52.92,24.5,No,5,4.2,D
1290,1290,Male,93.37,60.52,68.72,58.34,16.3,67.29,6.5,No,3,8.7,F
1291,1291,Male,92.44,93.98,91,88.14,42.8,73.83,24.7,Yes,2,7.2,C
1292,1292,Female,75.58,84.51,51.29,60.96,43.3,65.49,9.2,No,2,7.2,C
1293,1293,Male,85.33,98.33,55.14,57.18,35.4,65.49,13.9,Yes,2,5.3,D
1294,1294,Female,59.64,75.94,83.07,78.14,0.9,58.81,13,Yes,10,4.7,C
1295,1295,Male,84.42,54.5,64.56,83.57,81.6,90.65,11.8,No,4,7.5,C
1296,1296,Female,63.62,59.66,97.57,78.48,11.2,95.4,12.7,Yes,2,6.6,C
1297,1297,Male,91.6,59.19,71.8,82.83,99.5,54.12,23.9,Yes,4,5.6,D
1298,1298,Male,54.19,59.59,71.47,55.78,77.3,57.74,11.7,No,9,5.6,D
1299,1299,Male,88.66,80.38,83.9,73.8,58,61.42,25,No,3,8.4,C
1300,1300,Female,55,71.85,88.38,67.85,15.5,75.45,7.3,Yes,5,8.4,D
1301,1301,Male,94.06,63.13,73.78,98.67,51.5,89.56,19.9,Yes,2,5.4,C
1302,1302,Male,65.21,48.95,60.7,52.48,26.1,53.57,26.6,No,7,8,F
1303,1303,Female,82.72,41.33,88.67,64.91,25.2,81.84,7,No,10,5.1,C
1304,1304,Female,74.38,53.13,66.02,97.09,83,57.47,20.9,Yes,5,8,D
1305,1305,Male,68.32,46.45,58.76,99.17,38.1,98.57,17.8,Yes,7,4.6,C
1306,1306,Male,82.27,87.13,81.58,91.25,45.1,94.94,13.3,No,3,7.8,B
1307,1307,Male,97.38,46.75,54.52,53.8,84.3,97.48,7.5,No,6,6.8,C
1308,1308,Male,52.06,83.45,98.57,78.07,8.8,55.31,21.9,No,3,4.6,C
1309,1309,Female,95.94,63.14,81.62,70.01,59.5,74.4,12.7,Yes,1,7.1,C
1310,1310,Male,80.45,44.4,99.29,90.32,57.8,58.26,13.5,Yes,8,5,C
1311,1311,Male,90.37,88.76,66.94,52.75,42.5,80.02,22.9,Yes,9,5,C
1312,1312,Female,69.19,74.78,98.56,59.86,83,61.64,28.6,Yes,5,6.2,D
1313,1313,Male,73.59,54.15,57.28,74.46,94.3,88.53,13.3,Yes,1,8.8,C
1314,1314,Male,93.44,93.68,52.03,57.88,46.5,82.2,23.7,Yes,2,8.5,C
1315,1315,Male,70.74,42.72,51.65,84.64,45.6,78.58,28.9,No,8,8.1,C
1316,1316,Female,76.73,52.11,73.24,91.04,50.2,91.26,7.4,No,7,8.3,B
1317,1317,Female,51.01,85.12,54.15,85.23,72.3,75.01,18.2,Yes,4,6.5,C
1318,1318,Male,57.93,82.56,75.61,72.01,66.8,63.49,5.3,Yes,3,5.9,C
1319,1319,Male,82.08,57.36,66.38,93.92,22.3,81.04,25.6,No,4,8.4,D
1320,1320,Female,85.85,43.72,66.78,56.88,6.4,97.85,12.2,No,5,4.4,D
1321,1321,Male,79.13,91.48,81.78,63.02,94.9,80.06,13.3,No,4,9,C
1322,1322,Male,57.17,58.82,58.15,74.48,26.1,81.48,22.2,Yes,9,6.8,D
1323,1323,Female,72.27,51.74,88.33,53.07,63.9,96.74,24.7,Yes,1,6.7,C
1324,1324,Female,67.75,70.96,79.1,54.78,82.8,75.76,15,Yes,1,5.5,D
1325,1325,Female,74.78,94.61,95.75,69.87,30,99.82,21.6,No,10,4.9,B
1326,1326,Male,93.52,42.61,68.24,97.19,63.5,57.98,28.9,No,7,7.4,D
1327,1327,Male,88.79,85.95,99.14,95.42,10.8,76.85,27.2,No,3,5.8,C
1328,1328,Male,54.2,74.35,78.79,73.3,97,60.65,22.5,Yes,4,5.5,C
1329,1329,Male,94.52,65.53,98.67,57.11,5.8,72.67,28.6,No,1,4.8,D
1330,1330,Female,73.59,84.64,51.35,58.91,43.8,58.53,26.9,Yes,2,6.7,C
1331,1331,Male,87.19,97.95,86.4,68.88,53.7,61.13,23.2,Yes,5,6.9,D
1332,1332,Male,57,53.75,90.83,60.5,79,60.54,27.9,Yes,4,6.2,C
1333,1333,Female,83.54,48.62,52.66,54.15,12.1,66,25.4,No,3,4.1,F
1334,1334,Female,61.82,94.77,78.95,83.69,44.1,56.73,17.6,Yes,2,6.5,C
1335,1335,Male,71.92,80.14,90.1,79.07,30,90.47,17.6,Yes,1,5.4,C
1336,1336,Female,50.84,66.28,78.05,64.56,31.2,61.03,5.2,Yes,1,4.7,F
1337,1337,Female,57.58,74.4,53.19,88.95,77.9,70.83,5.8,Yes,1,6.9,D
1338,1338,Male,54.6,84.74,84.67,88.8,0.5,50.8,23.7,No,7,7.4,C
1339,1339,Male,61.99,86.38,53.03,74.55,74.9,55.24,18.9,Yes,1,6.6,D
1340,1340,Male,55,95.19,90.87,54.83,81,94.81,24,Yes,2,7.1,B
1341,1341,Male,84.6,65.61,52.15,95.92,90.1,91.86,28.7,Yes,2,7,C
1342,1342,Female,51.45,57.6,56.87,83.43,62.7,92.05,16.3,No,8,4.6,C
1343,1343,Female,80.89,78.38,63.76,62.35,33.3,70.57,7.2,No,5,5.1,C
1344,1344,Male,57.04,64.94,81.67,80.52,42.7,57.08,20.7,Yes,4,4,C
1345,1345,Male,97.26,75.68,98.82,70.25,97,55.39,7.5,No,3,8.9,C
1346,1346,Female,96.65,65.2,55.89,81.77,88.1,80.28,20.5,Yes,8,5.1,D
1347,1347,Male,61.28,49.18,57.14,73.69,46.4,91.41,18.2,No,10,8.1,D
1348,1348,Male,80.72,68.17,68.44,74.27,94.3,95.01,22.8,No,6,7.9,B
1349,1349,Male,51.4,81.46,91.81,86.79,82.3,64.44,13.8,No,7,7.5,C
1350,1350,Male,96.59,87.96,73.36,80.69,90.1,66.05,8.6,Yes,5,6.2,C
1351,1351,Female,76.15,69.6,66.08,54,68.3,55.04,10.9,No,5,6.9,D
1352,1352,Male,52.16,49.91,78.06,53.27,85.8,88.72,22.1,No,10,4.9,B
1353,1353,Female,67.12,64.88,63.03,65.25,89.2,63.78,17,Yes,8,4.5,D
1354,1354,Male,53.84,87.18,70.06,71.51,9.2,74.05,18.5,Yes,1,5.8,D
1355,1355,Male,69.65,64.77,66.63,63.76,96.5,96.44,13.1,No,3,8.1,C
1356,1356,Female,83.5,81.79,90.21,82.57,33.4,87.61,25.9,No,7,6.8,B
1357,1357,Male,73.49,70.43,96.21,59.76,44,52.64,30,No,3,7.8,C
1358,1358,Female,69.19,54.47,87.98,85.21,79.2,50.41,12.8,No,9,8.5,D
1359,1359,Male,55.96,87.77,71.95,88.66,66.5,89.37,23,No,2,6.8,B
1360,1360,Male,62.25,45.05,75.22,56.22,89.3,77.63,9.3,Yes,1,5.8,D
1361,1361,Male,55.01,71.49,56.25,82.54,40.1,86.02,23.6,No,7,8.3,C
1362,1362,Male,90.37,52.53,87.34,98.07,37.3,57.84,15.8,Yes,9,5.1,C
1363,1363,Male,56.76,44.02,79.82,59.64,3.2,93.6,20.1,No,4,4.1,C
1364,1364,Female,79.77,70.18,95.12,95.47,46.3,88.67,10.9,No,9,4.3,B
1365,1365,Female,67.14,69.97,60.03,80.3,72.4,94.54,26.3,No,3,6.9,C
1366,1366,Male,61.3,82.41,87.99,79.55,30.1,67.05,9.3,Yes,8,8.5,C
1367,1367,Male,81.97,84.69,84.23,52.6,46.3,63.79,28.2,Yes,9,6.8,C
1368,1368,Female,72.85,83.67,63.29,87.42,21.9,57.59,6.5,No,5,6,D
1369,1369,Female,70.01,64.57,83.37,73.91,77.3,96.5,12.2,No,5,6.9,C
1370,1370,Male,79.64,77.9,96.22,86.06,6.1,58.84,19.1,Yes,5,7.4,D
1371,1371,Male,74.56,74.62,95.92,90.46,70.5,55.97,26.5,Yes,9,7.8,D
1372,1372,Female,65.17,65.29,85.98,76.19,37.9,59.63,19.4,Yes,9,5.7,D
1373,1373,Male,77.95,75.83,52.4,63.18,4.2,88.57,10.4,No,3,5.9,C
1374,1374,Female,83.47,96.83,93.61,57.08,85.3,94.48,26.5,Yes,4,4.1,B
1375,1375,Male,51.33,51.57,82.89,58.03,48.8,90.55,19.9,No,6,7.2,C
1376,1376,Female,73.29,94.35,65.52,93.35,59.9,78.16,10.8,Yes,8,7.9,C
1377,1377,Female,52.88,43.21,59.36,56.18,73.2,99.69,19,Yes,2,6.6,C
1378,1378,Male,59.32,58.5,55.81,69.23,65.5,53.44,21.9,Yes,4,5.9,D
1379,1379,Female,78.03,57.29,52.51,66.71,73.1,93.36,22,No,5,5.7,D
1380,1380,Male,93.31,77.58,87.71,93.27,76.2,71.39,23.1,Yes,6,7.2,C
1381,1381,Male,94.14,47.87,61.79,73.88,58.9,72.76,27.4,No,1,5.7,C
1382,1382,Male,53.5,92.94,51.21,99.82,36.6,56.38,25.6,No,6,7,D
1383,1383,Male,70.96,89.71,69.86,86.85,24.3,51.67,20.2,No,10,8.6,D
1384,1384,Female,79.15,79.12,74.13,92.55,90.3,65.83,5.8,No,7,5.7,B
1385,1385,Male,57.35,67.5,58.46,54.93,97,58.74,23.7,Yes,9,4.3,F
1386,1386,Male,88.27,95.98,52.2,62.66,35.8,74.17,29.4,Yes,8,8.4,C
1387,1387,Male,87.21,89.84,59.46,56.77,11.2,57.37,12.6,Yes,3,5.4,D
1388,1388,Male,95.17,69.96,83.96,73.18,22.3,56.9,20.2,Yes,5,8.9,D
1389,1389,Female,50.42,82.11,54.11,85.91,67.1,93.85,24.2,No,1,8.2,C
1390,1390,Male,60.83,74.02,77.75,58.45,17.3,96.06,21,No,9,6.1,D
1391,1391,Female,91.36,75.28,57.32,56.51,78,98.21,28.1,No,10,7.1,B
1392,1392,Female,83.53,59.86,59.78,80.73,92.3,84.03,16.8,No,7,5.4,D
1393,1393,Female,94.72,67.73,69.65,61.52,96.4,88.55,18.3,No,3,4.4,C
1394,1394,Male,52.86,44.69,55.04,73.97,0.9,91.79,6,No,6,6.6,D
1395,1395,Male,79.85,61.44,58.66,52.56,95.8,82.95,27.5,No,10,6.1,D
1396,1396,Male,78.45,81.75,67.45,84.03,74,66.51,11.6,Yes,1,8.8,D
1397,1397,Male,51.78,97.19,66.48,77.07,8.4,57.82,29.5,No,3,7,C
1398,1398,Female,75.68,97.78,87.46,82.37,41.5,61.86,10.1,Yes,1,7.7,B
1399,1399,Female,80.48,73.34,53.74,63.77,70,92.02,11.3,No,7,4.7,C
1400,1400,Male,59.56,76.4,93.02,63.93,95.7,84.8,17.1,No,3,7.6,C
1401,1401,Male,63.67,51.14,90.81,90.07,16.4,72.79,21.5,No,5,4.3,C
1402,1402,Male,82.02,81.72,88.3,85.93,12.8,51.47,16,No,5,7.1,C
1403,1403,Male,73.42,44.24,65.47,78.99,47.2,63.31,13.8,Yes,9,8.2,D
1404,1404,Male,92.9,57.08,91.14,81.41,96.8,86.44,18.5,Yes,1,6.4,C
1405,1405,Male,67.12,80.1,59.14,54.7,97.1,75.62,29,Yes,3,5.1,D
1406,1406,Male,63.33,58.62,56.22,92.81,22.8,71.78,29,No,4,6.2,D
1407,1407,Female,99.24,42.99,52.25,88.5,31.9,65.68,13.2,Yes,4,8.2,D
1408,1408,Female,95.56,89.91,96.97,79.52,90.8,80.35,22,Yes,8,7.6,B
1409,1409,Female,51.45,58.62,65.4,95.93,73.5,98.32,23,No,8,7,B
1410,1410,Female,88.54,43.79,95.88,58.43,97.2,95.06,21.3,Yes,4,7.5,C
1411,1411,Male,55.52,44.49,63.63,84.33,89.3,51.52,7.8,No,10,8.2,F
1412,1412,Male,51.37,55.11,95.38,98.15,21.5,74.05,18.5,Yes,9,4.8,C
1413,1413,Male,63.68,50.68,95.2,65.5,76,66.47,24.1,Yes,9,8.2,C
1414,1414,Male,63.47,86.46,96.18,50.76,4.9,75.53,10,No,3,8,C
1415,1415,Male,90.97,59.3,74.81,86.74,81.8,80.31,13.7,Yes,9,6.4,B
1416,1416,Female,85.53,88.28,93.3,50.35,60.2,60,10.1,No,8,6,D
1417,1417,Male,99.08,50.43,97.54,93.63,95.6,89.08,27.2,Yes,4,8.7,B
1418,1418,Female,85.58,69.57,66.23,52.82,96,73.75,26.5,Yes,10,8.1,C
1419,1419,Male,70.91,81.28,70.94,82.64,5.1,99.6,9.2,No,5,8.9,B
1420,1420,Female,84.95,79.12,85.96,68.86,16.1,51.26,24,Yes,2,7.2,F
1421,1421,Male,99.97,76.07,65.02,60.17,48.4,59.49,14.1,No,7,4.2,D
1422,1422,Female,85.51,95.49,87.69,94.91,87.9,84.48,22.2,No,2,4.8,B
1423,1423,Male,88.08,53.71,53.69,87.31,81.4,84.76,17.3,Yes,1,8.1,C
1424,1424,Male,96.92,69.62,76.17,67.02,96.4,79.11,16.8,No,10,7.2,D
1425,1425,Male,55.68,93.04,56.12,64.21,61.8,98.6,27,Yes,5,5,C
1426,1426,Male,85.24,44.67,64.67,86.8,25.7,70.77,20.9,Yes,8,4.1,D
1427,1427,Female,92.54,43.35,62.93,91.83,2.5,70.85,10.9,No,4,5.3,D
1428,1428,Male,97.72,54,91.95,85.79,22.3,95.52,7.8,No,1,4.7,B
1429,1429,Female,60.55,77.98,59.68,82,67.5,76.92,28.3,No,4,8.4,C
1430,1430,Male,75.2,55.59,90.42,61.4,92.6,67.69,8.8,Yes,9,8.4,C
1431,1431,Female,84.03,51.41,89.7,92.64,32.1,85.95,23.4,Yes,8,8.2,B
1432,1432,Male,62.37,67.53,74.94,87.48,87.6,80.98,17.4,No,9,4.5,C
